store_code_uc,store_zip3,fips_state_code,fips_state_descr,fips_county_code,fips_county_descr,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,years_all
4520466,286,37,NC,23,BURKE,1,1,1,1,1,1,1,1,1,0,9
4520529,856,4,AZ,3,COCHISE,1,1,1,1,1,1,1,1,1,1,10
4520704,264,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
4520732,42,23,ME,1,ANDROSCOGGIN,1,1,1,1,1,1,1,1,1,1,10
4520741,229,51,VA,3,ALBEMARLE,1,1,1,1,1,1,1,1,1,1,10
4520932,778,48,TX,313,MADISON,1,1,1,1,1,1,1,1,1,1,10
4521135,40,23,ME,5,CUMBERLAND,1,1,1,1,1,1,1,1,1,1,10
4521144,245,51,VA,143,PITTSYLVANIA,1,1,1,1,1,1,1,1,1,1,10
4521335,765,48,TX,27,BELL,1,1,1,1,1,1,1,1,1,1,10
4521416,78,34,NJ,27,MORRIS,1,1,1,1,1,1,1,1,1,1,10
4521538,40,23,ME,5,CUMBERLAND,1,1,1,1,1,1,1,1,1,1,10
4521547,228,51,VA,165,ROCKINGHAM,1,1,1,1,1,1,1,1,1,0,9
4521656,445,39,OH,99,MAHONING,1,1,1,1,1,1,1,1,1,1,10
4521675,790,48,TX,437,SWISHER,1,1,1,1,1,1,1,1,1,1,10
4521738,112,36,NY,47,KINGS,1,1,1,1,1,1,1,1,1,1,10
4521941,32,33,NH,1,BELKNAP,1,1,1,1,1,1,0,0,0,0,6
4521950,245,51,VA,31,CAMPBELL,1,1,1,1,1,1,1,1,1,1,10
4522100,299,45,SC,13,BEAUFORT,1,1,1,1,1,1,1,1,1,1,10
4522141,11,25,MA,13,HAMPDEN,1,1,1,1,1,1,0,0,0,0,6
4522344,33,33,NH,13,MERRIMACK,1,1,1,1,1,1,1,1,1,1,10
4522544,760,48,TX,251,JOHNSON,1,1,1,1,1,1,1,1,1,0,9
4522756,201,51,VA,153,PRNC WILLIAM,1,1,1,1,1,1,1,1,0,0,8
4522947,212,24,MD,5,BALTIMORE,1,1,1,1,1,1,1,1,1,1,10
4523191,15,25,MA,27,WORCESTER,1,1,1,1,1,1,1,1,0,0,8
4523765,526,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4523997,210,24,MD,3,ANNE ARUNDEL,1,1,1,1,1,1,1,1,1,1,10
4524038,19,25,MA,9,ESSEX,1,1,1,1,1,1,1,1,1,1,10
4524110,142,36,NY,29,ERIE,1,1,1,1,1,1,0,0,0,0,6
4524156,480,26,MI,99,MACOMB,1,1,1,1,1,1,1,1,1,1,10
4524640,354,1,AL,125,TUSCALOOSA,1,1,1,1,1,1,1,1,1,1,10
4524753,381,47,TN,157,SHELBY,1,1,1,1,1,1,1,1,1,1,10
4524803,207,24,MD,33,PRNC GEORGES,1,1,1,1,1,1,1,1,1,1,10
4524858,658,29,MO,77,GREENE,1,1,1,1,1,1,1,1,1,1,10
4524962,455,39,OH,23,CLARK,1,1,1,1,1,1,1,1,1,1,10
4525328,296,45,SC,7,ANDERSON,1,1,1,1,1,1,1,1,1,1,10
4525577,232,51,VA,87,HENRICO,1,1,1,1,1,1,1,0,0,0,7
4525731,271,37,NC,67,FORSYTH,1,1,1,1,1,1,1,1,1,1,10
4525980,240,51,VA,161,ROANOKE,1,1,1,1,1,1,1,1,1,1,10
4526220,439,39,OH,81,JEFFERSON,1,1,1,1,1,1,1,1,1,1,10
4526230,720,5,AR,85,LONOKE,1,1,1,1,1,1,1,1,1,1,10
4526383,240,51,VA,161,ROANOKE,1,1,1,1,1,1,1,1,1,1,10
4526555,984,53,WA,53,PIERCE,1,1,1,1,1,1,1,1,0,0,8
4526574,452,39,OH,61,HAMILTON,1,1,1,1,1,1,1,1,1,1,10
4526786,234,51,VA,810,VIRGINIA BCH,1,1,1,1,1,1,1,1,1,0,9
4526921,775,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
4527275,336,12,FL,57,HILLSBOROUGH,1,1,1,1,1,1,1,1,1,1,10
4527592,234,51,VA,810,VIRGINIA BCH,1,1,1,1,1,1,1,1,1,1,10
4527783,150,42,PA,7,BEAVER,1,1,1,1,1,1,1,1,1,1,10
4527995,231,51,VA,199,YORK,1,1,1,1,1,1,1,1,1,1,10
4528321,172,42,PA,55,FRANKLIN,1,1,1,1,1,1,1,1,1,1,10
4528396,27,25,MA,5,BRISTOL,1,1,1,1,1,1,1,1,1,1,10
4528398,253,54,WV,39,KANAWHA,1,1,1,1,1,1,1,1,1,1,10
4528724,801,8,CO,5,ARAPAHOE,1,1,1,1,1,1,1,1,1,1,10
4528910,983,53,WA,35,KITSAP,1,1,1,1,1,1,1,1,1,1,10
4528992,443,39,OH,153,SUMMIT,1,1,1,1,1,1,1,1,1,1,10
4529041,430,39,OH,21,CHAMPAIGN,1,1,1,1,1,1,1,1,1,1,10
4529105,775,48,TX,201,HARRIS,1,1,1,1,1,1,0,0,0,0,6
4529204,263,54,WV,33,HARRISON,1,1,1,1,1,1,1,1,1,1,10
4529328,976,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4
4529395,21,25,MA,25,SUFFOLK,1,1,1,1,1,1,0,0,0,0,6
4529521,24,25,MA,17,MIDDLESEX,1,1,1,1,1,1,1,1,1,1,10
4529607,257,54,WV,11,CABELL,1,1,1,1,1,1,1,1,1,1,10
4529716,983,53,WA,53,PIERCE,1,1,1,1,1,1,1,1,1,1,10
4529798,171,42,PA,43,DAUPHIN,1,1,1,1,1,1,1,1,1,1,10
4529924,19,25,MA,9,ESSEX,1,1,1,1,1,1,1,1,1,1,10
4530010,261,54,WV,107,WOOD,1,1,1,1,1,1,1,1,1,1,10
4530119,984,53,WA,53,PIERCE,1,1,1,1,1,1,1,1,1,1,10
4530201,604,17,IL,31,COOK,1,1,1,1,1,1,0,0,0,0,6
4530356,769,48,TX,451,TOM GREEN,1,1,1,1,1,1,1,1,1,1,10
4530413,251,54,WV,39,KANAWHA,1,1,1,1,1,1,1,1,1,1,10
4530442,27,25,MA,5,BRISTOL,1,1,1,1,1,1,1,1,1,1,10
4530816,261,54,WV,107,WOOD,1,1,1,1,1,1,1,1,1,1,10
4531007,832,16,ID,7,BEAR LAKE,1,1,1,1,1,1,1,1,1,1,10
4531133,19,25,MA,9,ESSEX,1,1,1,1,1,1,1,1,1,1,10
4531142,982,53,WA,61,SNOHOMISH,1,1,1,1,1,1,1,1,1,1,10
4531410,456,39,OH,79,JACKSON,1,1,1,1,1,1,1,1,1,1,10
4531469,334,12,FL,51,HENDRY,1,1,1,1,1,1,1,1,1,1,10
4531536,18,25,MA,17,MIDDLESEX,1,1,1,1,1,1,1,1,1,1,10
4531622,535,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
4531813,309,13,GA,245,RICHMOND,1,1,1,1,1,1,1,1,1,1,10
4531930,891,32,NV,3,CLARK,1,1,1,1,1,1,1,1,1,1,10
4532153,140,36,NY,29,ERIE,1,1,1,1,1,1,1,1,1,0,9
4532479,335,12,FL,57,HILLSBOROUGH,1,1,1,1,1,1,1,1,1,1,10
4532709,801,8,CO,5,ARAPAHOE,1,1,1,1,1,1,1,1,1,1,10
4532773,756,48,TX,183,GREGG,1,1,1,1,1,1,1,1,1,0,9
4532958,730,40,OK,27,CLEVELAND,1,1,1,1,1,1,1,1,1,1,10
4533036,764,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5
4533139,510,19,IA,35,CHEROKEE,1,1,1,1,1,1,1,1,1,1,10
4533343,381,47,TN,157,SHELBY,1,1,1,1,1,1,1,1,1,1,10
4533551,28,44,RI,3,KENT,1,1,1,1,1,1,1,1,1,1,10
4533637,531,55,WI,79,MILWAUKEE,1,1,1,1,1,1,1,1,1,1,10
4533655,681,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4
4534058,925,6,CA,65,RIVERSIDE,1,1,1,1,1,1,1,1,1,1,10
4534444,402,21,KY,111,JEFFERSON,1,1,1,1,1,1,1,1,1,1,10
4534634,498,26,MI,41,DELTA,1,1,1,1,1,1,1,1,1,1,10
4534846,535,55,WI,55,JEFFERSON,1,1,1,1,1,1,1,1,1,0,9
4534991,481,26,MI,163,WAYNE,1,1,1,1,1,1,1,1,1,1,10
4535249,543,55,WI,9,BROWN,1,1,1,1,1,1,1,1,1,0,9
4535281,44,23,ME,19,PENOBSCOT,1,1,1,1,1,1,1,1,1,1,10
4535358,381,47,TN,157,SHELBY,1,1,1,1,1,1,1,1,1,1,10
4535652,543,55,WI,9,BROWN,1,1,1,1,1,1,0,0,0,0,6
4535684,44,23,ME,19,PENOBSCOT,1,1,1,1,1,1,0,0,0,0,6
4535761,386,28,MS,33,DE SOTO,1,1,1,1,1,1,1,1,1,1,10
4536055,531,55,WI,79,MILWAUKEE,1,1,1,1,1,1,1,1,1,0,9
4536056,330,12,FL,86,MIAMI-DADE,1,1,1,1,1,1,1,1,1,1,10
4536458,535,55,WI,105,ROCK,1,1,1,1,1,1,1,1,1,0,9
4536649,749,40,OK,79,LE FLORE,1,1,1,1,1,1,1,1,1,1,10
4536861,531,55,WI,59,KENOSHA,1,1,1,1,1,1,1,1,1,1,10
4537052,327,12,FL,117,SEMINOLE,1,1,1,1,1,1,1,1,1,1,10
4537264,546,55,WI,63,LA CROSSE,1,1,1,1,1,1,1,1,1,1,10
4537265,395,28,MS,59,JACKSON,1,1,1,1,1,1,1,1,1,1,10
4537387,15,25,MA,27,WORCESTER,1,1,1,1,1,1,1,1,1,1,10
4537581,330,12,FL,11,BROWARD,1,1,1,1,1,1,0,0,0,0,6
4537608,852,4,AZ,13,MARICOPA,1,1,1,1,1,1,1,1,1,1,10
4537821,18,25,MA,9,ESSEX,1,1,1,1,1,1,1,1,1,1,10
4537858,890,32,NV,3,CLARK,1,1,1,1,1,1,1,1,1,1,10
4538011,863,4,AZ,25,YAVAPAI,1,1,1,1,1,1,1,1,1,1,10
4538070,537,55,WI,25,DANE,1,1,1,1,1,1,1,1,1,1,10
4538102,283,37,NC,51,CUMBERLAND,1,1,1,1,1,1,1,1,1,1,10
4538193,10,25,MA,15,HAMPSHIRE,1,1,1,1,1,1,1,1,1,1,10
4538261,857,4,AZ,19,PIMA,1,1,1,1,1,1,1,1,1,1,10
4538396,321,12,FL,107,PUTNAM,1,1,1,1,1,1,1,1,1,1,10
4538414,201,51,VA,107,LOUDOUN,1,1,1,1,1,1,1,1,1,1,10
4538505,285,37,NC,133,ONSLOW,1,1,1,1,1,1,1,1,1,1,10
4538596,275,37,NC,101,JOHNSTON,1,1,1,1,1,1,1,1,1,1,10
4538790,331,12,FL,86,MIAMI-DADE,1,1,1,1,1,1,1,1,1,1,10
4538876,542,55,WI,71,MANITOWOC,1,1,1,1,1,1,1,1,1,1,10
4538999,553,27,MN,53,HENNEPIN,1,1,1,1,1,1,1,1,1,1,10
4539221,331,12,FL,86,MIAMI-DADE,1,1,1,1,1,1,1,1,1,1,10
4539280,30,33,NH,15,ROCKINGHAM,1,1,1,1,1,1,1,1,1,1,10
4539311,77,34,NJ,25,MONMOUTH,1,1,1,1,1,1,1,1,1,1,10
4539366,105,36,NY,79,PUTNAM,1,1,1,1,1,1,1,1,1,1,10
4539605,394,28,MS,91,MARION,1,1,1,1,1,1,1,1,1,1,10
4539682,530,55,WI,133,WAUKESHA,1,1,1,1,1,1,1,1,1,1,10
4539714,88,34,NJ,23,MIDDLESEX,1,1,1,1,1,1,1,1,1,1,10
4540067,471,18,IN,25,CRAWFORD,1,1,1,1,1,1,1,1,1,1,10
4540085,532,55,WI,79,MILWAUKEE,1,1,1,1,1,1,1,1,1,0,9
4540162,307,13,GA,313,WHITFIELD,1,1,1,1,1,1,1,1,1,1,10
4540520,82,34,NJ,1,ATLANTIC,1,1,1,1,1,1,1,1,1,1,10
4540795,112,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4
4540805,494,26,MI,139,OTTAWA,1,1,1,1,1,1,1,1,1,1,10
4540891,532,55,WI,79,MILWAUKEE,1,1,1,1,1,1,1,1,1,0,9
4540923,890,32,NV,3,CLARK,1,1,1,1,1,1,0,0,0,0,6
4541198,73,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4
4541294,532,55,WI,79,MILWAUKEE,1,1,1,1,1,1,1,1,1,1,10
4541295,902,6,CA,37,LOS ANGELES,1,1,1,1,1,1,1,1,1,1,10
4541367,11,25,MA,13,HAMPDEN,1,1,1,1,1,1,1,1,1,1,10
4541765,906,6,CA,59,ORANGE,1,1,1,1,1,1,1,1,1,1,10
4541806,74,34,NJ,31,PASSAIC,1,1,1,1,1,1,1,1,1,1,10
4542417,490,26,MI,21,BERRIEN,1,1,1,1,1,1,1,1,1,1,10
4542535,894,32,NV,31,WASHOE,1,1,1,1,1,1,1,1,1,1,10
4542829,402,21,KY,111,JEFFERSON,1,1,1,1,1,1,1,1,1,1,10
4543029,554,27,MN,3,ANOKA,1,1,1,1,1,1,1,1,1,1,10
4543060,906,6,CA,37,LOS ANGELES,1,1,1,1,1,1,1,1,1,1,10
4543512,304,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4543626,530,55,WI,89,OZAUKEE,1,1,1,1,1,1,0,0,0,0,6
4544115,530,55,WI,117,SHEBOYGAN,1,1,1,1,1,1,0,0,0,1,7
4544550,113,36,NY,81,QUEENS,1,1,1,1,1,1,1,1,1,1,10
4544595,378,47,TN,1,ANDERSON,1,1,1,1,1,1,1,1,1,1,10
4544921,544,55,WI,97,PORTAGE,1,1,1,1,1,1,1,1,1,1,10
4544989,806,8,CO,123,WELD,1,1,1,1,1,1,0,0,0,0,6
4545238,530,55,WI,117,SHEBOYGAN,1,1,1,1,1,1,0,0,0,0,6
4545525,19,25,MA,9,ESSEX,1,1,1,1,1,1,1,1,1,1,10
4545727,548,55,WI,31,DOUGLAS,1,1,1,1,1,1,1,1,1,1,10
4545759,117,36,NY,103,SUFFOLK,1,1,1,1,1,1,1,1,1,1,10
4545881,805,8,CO,13,BOULDER,1,1,1,1,1,1,1,1,1,1,10
4546130,531,55,WI,133,WAUKESHA,1,1,1,1,1,1,1,0,0,0,7
4546348,47,23,ME,3,AROOSTOOK,1,1,1,1,1,1,1,1,1,1,10
4546926,794,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4
4546968,441,39,OH,35,CUYAHOGA,1,1,1,1,1,1,1,1,1,1,10
4547530,852,4,AZ,13,MARICOPA,1,1,1,1,1,1,1,1,1,1,10
4547652,658,29,MO,77,GREENE,1,1,1,1,1,1,1,1,1,1,10
4547769,506,19,IA,17,BREMER,1,1,1,1,1,1,1,1,1,1,10
4547800,770,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
4548177,28,44,RI,5,NEWPORT,1,1,1,1,1,1,1,1,1,1,10
4548299,706,22,LA,19,CALCASIEU,1,1,1,1,1,1,0,1,0,1,8
4548363,532,55,WI,79,MILWAUKEE,1,1,1,1,1,1,1,1,1,1,10
4548580,371,47,TN,149,RUTHERFORD,1,1,1,1,1,1,1,1,1,1,10
4548779,752,48,TX,113,DALLAS,1,1,1,1,1,1,1,1,1,1,10
4548843,466,18,IN,141,ST JOSEPH,1,1,1,1,1,1,1,1,1,1,10
4549344,700,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4
4549386,840,49,UT,49,UTAH,1,1,1,1,1,1,1,1,1,1,10
4549736,324,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4
4549766,207,24,MD,33,PRNC GEORGES,1,1,1,1,1,1,0,0,0,0,6
4549789,229,51,VA,15,AUGUSTA,1,1,1,1,1,1,1,1,1,1,10
4549948,310,13,GA,23,BLECKLEY,1,1,1,1,1,1,1,1,1,1,10
4550621,933,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
4550758,331,12,FL,86,MIAMI-DADE,1,1,1,1,1,1,1,1,1,1,10
4551025,782,48,TX,29,BEXAR,1,1,1,1,1,1,1,0,0,0,7
4551311,342,12,FL,27,DE SOTO,1,1,1,1,1,1,1,1,1,1,10
4551360,604,17,IL,31,COOK,1,1,1,1,1,1,1,1,1,1,10
4551599,334,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
4551686,531,55,WI,127,WALWORTH,1,1,1,1,1,1,0,0,0,0,6
4551772,820,56,WY,21,LARAMIE,1,1,1,1,1,1,1,1,1,1,10
4552061,104,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
4552175,829,56,WY,37,SWEETWATER,1,1,1,1,1,1,1,1,1,1,10
4553411,507,19,IA,13,BLACK HAWK,1,1,1,1,1,1,1,1,1,1,10
4553796,344,12,FL,83,MARION,1,1,1,1,1,1,1,1,1,1,10
4554248,672,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
4554364,833,16,ID,83,TWIN FALLS,1,1,1,1,1,1,1,1,1,1,10
4554602,338,12,FL,105,POLK,1,1,1,1,1,1,1,1,0,0,8
4554630,316,13,GA,185,LOWNDES,1,1,1,1,1,1,1,1,1,1,10
4556309,894,32,NV,1,CHURCHILL,1,1,1,1,1,1,0,0,0,0,6
4557441,507,19,IA,13,BLACK HAWK,1,1,1,1,1,1,0,0,0,0,6
4557460,208,24,MD,31,MONTGOMERY,1,1,1,1,1,1,1,1,1,1,10
4557760,77,34,NJ,25,MONMOUTH,1,1,1,1,1,1,1,1,1,0,9
4557921,894,32,NV,21,MINERAL,1,1,1,1,1,1,1,1,1,1,10
4557935,925,6,CA,65,RIVERSIDE,1,1,1,1,1,1,1,1,1,1,10
4558039,28,44,RI,3,KENT,1,1,1,1,1,1,1,1,1,1,10
4558161,959,6,CA,7,BUTTE,1,1,1,1,1,1,1,1,1,1,10
4558324,894,32,NV,27,PERSHING,1,1,1,1,1,1,1,1,1,1,10
4558338,112,36,NY,47,KINGS,1,1,1,1,1,1,1,0,0,0,7
4558565,606,17,IL,31,COOK,1,1,1,1,1,1,0,0,0,0,6
4558741,193,42,PA,29,CHESTER,1,1,1,1,1,1,1,1,0,0,8
4559094,956,6,CA,61,PLACER,1,1,1,1,1,1,1,1,1,1,10
4559217,339,12,FL,71,LEE,1,1,1,1,1,1,1,1,1,1,10
4560149,551,27,MN,123,RAMSEY,1,1,1,1,1,1,1,1,1,1,10
4560262,507,19,IA,13,BLACK HAWK,1,1,1,1,1,1,1,1,1,1,10
4560409,170,42,PA,41,CUMBERLAND,1,1,1,1,1,1,1,1,1,1,10
4560526,330,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
4560829,335,12,FL,101,PASCO,1,1,1,1,1,1,1,1,1,1,10
4560852,67,9,CT,9,NEW HAVEN,1,1,1,1,1,1,1,1,1,1,10
4560955,551,27,MN,123,RAMSEY,1,1,1,1,1,1,1,1,0,0,8
4560983,424,21,KY,101,HENDERSON,1,1,1,1,1,1,1,1,1,1,10
4562128,802,8,CO,31,DENVER,1,1,1,1,1,1,1,1,1,1,10
4562164,551,27,MN,123,RAMSEY,1,1,1,1,1,1,0,0,0,0,6
4562354,894,32,NV,31,WASHOE,1,1,1,1,1,1,0,0,0,0,6
4562441,905,6,CA,37,LOS ANGELES,1,1,1,1,1,1,1,1,1,1,10
4562762,703,22,LA,101,SAINT MARY,1,1,1,1,1,1,1,1,1,1,10
4562770,972,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4563165,708,22,LA,33,E BATON RGE,1,1,1,1,1,1,1,1,1,1,10
4563191,121,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
4563568,708,22,LA,33,E BATON RGE,1,1,1,1,1,1,1,1,1,1,10
4563740,802,8,CO,1,ADAMS,1,1,1,1,1,1,1,1,1,1,10
4563971,712,22,LA,73,OUACHITA,1,1,1,1,1,1,1,1,1,1,10
4564143,802,8,CO,31,DENVER,1,1,1,1,1,1,1,1,1,1,10
4564179,553,27,MN,37,DAKOTA,1,1,1,1,1,1,1,1,1,1,10
4564256,604,17,IL,197,WILL,1,1,1,1,1,1,1,1,1,1,10
4564323,799,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
4564342,132,36,NY,67,ONONDAGA,1,1,1,1,1,1,1,1,1,1,10
4564523,945,6,CA,13,CONTRA COSTA,1,1,1,1,1,1,1,1,1,1,10
4564609,945,6,CA,13,CONTRA COSTA,1,1,1,1,1,1,1,1,1,1,10
4564632,439,39,OH,81,JEFFERSON,1,1,1,1,1,1,1,1,1,1,10
4564668,435,39,OH,95,LUCAS,1,1,1,1,1,1,1,1,1,1,10
4564949,802,8,CO,31,DENVER,1,1,1,1,1,1,1,1,1,1,10
4564985,554,27,MN,53,HENNEPIN,1,1,1,1,1,1,1,1,1,1,10
4565329,920,6,CA,73,SAN DIEGO,1,1,1,1,1,1,1,1,1,0,9
4565665,402,21,KY,111,JEFFERSON,1,1,1,1,1,1,1,1,1,1,10
4565791,554,27,MN,53,HENNEPIN,1,1,1,1,1,1,1,1,1,1,10
4565973,302,13,GA,77,COWETA,1,1,1,1,1,1,1,1,1,1,10
4566086,300,13,GA,135,GWINNETT,1,1,1,1,1,1,1,1,0,0,8
4566280,436,39,OH,95,LUCAS,1,1,1,1,1,1,1,1,1,1,10
4566561,809,8,CO,41,EL PASO,1,1,1,1,1,1,1,1,1,1,10
4566683,434,39,OH,173,WOOD,1,1,1,1,1,1,1,1,1,1,10
4566792,712,22,LA,61,LINCOLN,1,1,1,1,1,1,1,1,1,1,10
4566874,921,6,CA,73,SAN DIEGO,1,1,1,1,1,1,1,1,1,1,10
4567367,810,8,CO,101,PUEBLO,1,1,1,1,1,1,1,1,1,1,10
4567430,837,16,ID,1,ADA,1,1,1,1,1,1,1,1,1,1,10
4567703,325,12,FL,33,ESCAMBIA,1,1,1,1,1,1,1,1,1,1,10
4567806,554,27,MN,53,HENNEPIN,1,1,1,1,1,1,1,1,1,1,10
4567892,436,39,OH,95,LUCAS,1,1,1,1,1,1,1,1,1,1,10
4567919,508,19,IA,175,UNION,1,1,1,1,1,1,1,1,1,1,10
4568150,303,13,GA,121,FULTON,1,1,1,1,1,1,1,1,1,1,10
4568486,606,17,IL,31,COOK,1,1,1,1,1,1,0,0,0,0,6
4568576,810,8,CO,101,PUEBLO,1,1,1,1,1,1,1,1,1,1,10
4569138,201,51,VA,107,LOUDOUN,1,1,1,1,1,1,1,1,1,1,10
4569292,490,26,MI,25,CALHOUN,1,1,1,1,1,1,1,1,1,1,10
4569310,765,48,TX,27,BELL,1,1,1,1,1,1,1,1,1,1,10
4569562,493,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
4569735,708,22,LA,33,E BATON RGE,1,1,1,1,1,1,1,1,1,1,10
4569762,606,17,IL,31,COOK,1,1,1,1,1,1,1,1,1,1,10
4569871,754,48,TX,159,FRANKLIN,1,1,1,1,1,1,1,1,1,1,10
4569934,508,19,IA,3,ADAMS,1,1,1,1,1,1,1,1,1,1,10
4570138,707,22,LA,63,LIVINGSTON,1,1,1,1,1,1,1,1,1,1,10
4570224,554,27,MN,53,HENNEPIN,1,1,1,1,1,1,0,0,0,0,6
4570252,982,53,WA,73,WHATCOM,1,1,1,1,1,1,1,1,1,1,10
4570310,436,39,OH,95,LUCAS,1,1,1,1,1,1,1,1,0,0,8
4570501,814,8,CO,85,MONTROSE,1,1,1,1,1,1,1,1,1,1,10
4570627,809,8,CO,41,EL PASO,1,1,1,1,1,1,0,0,0,0,6
4571058,378,47,TN,57,GRAINGER,1,1,1,1,1,1,1,1,1,1,10
4571433,802,8,CO,31,DENVER,1,1,1,1,1,1,1,1,1,1,10
4571777,282,37,NC,119,MECKLENBURG,1,1,1,1,1,1,1,1,1,1,10
4571806,302,13,GA,63,CLAYTON,1,1,1,1,1,1,1,1,1,1,10
4571864,810,8,CO,101,PUEBLO,1,1,1,1,1,1,1,1,1,1,10
4572113,432,39,OH,49,FRANKLIN,1,1,1,1,1,1,0,0,0,0,6
4572153,708,22,LA,33,E BATON RGE,1,1,1,1,1,1,1,1,1,1,10
4572180,272,37,NC,135,ORANGE,1,1,1,1,1,1,1,1,1,1,10
4572239,370,47,TN,37,DAVIDSON,1,1,1,1,1,1,1,1,1,1,10
4572434,853,4,AZ,13,MARICOPA,1,1,1,1,1,1,1,1,1,1,10
4572556,708,22,LA,33,E BATON RGE,1,1,1,1,1,1,1,1,1,1,10
4572837,907,6,CA,37,LOS ANGELES,1,1,1,1,1,1,1,1,1,1,10
4572986,373,47,TN,107,MCMINN,1,1,1,1,1,1,1,1,0,0,8
4573340,100,36,NY,61,NEW YORK,1,1,1,1,1,1,1,1,1,1,10
4573362,708,22,LA,33,E BATON RGE,1,1,1,1,1,1,1,1,1,1,10
4573389,770,48,TX,201,HARRIS,1,1,1,1,1,1,1,1,1,1,10
4573765,708,22,LA,33,E BATON RGE,1,1,1,1,1,1,1,1,1,1,10
4574254,372,47,TN,37,DAVIDSON,1,1,1,1,1,1,0,1,1,1,9
4574531,784,48,TX,355,NUECES,1,1,1,1,1,1,1,1,1,1,10
4574598,983,53,WA,53,PIERCE,1,1,1,1,1,1,1,1,1,1,10
4574648,339,12,FL,51,HENDRY,1,1,1,1,1,1,1,1,1,1,10
4575001,613,17,IL,99,LA SALLE,1,1,1,1,1,1,1,1,1,1,10
4575175,752,48,TX,113,DALLAS,1,1,1,1,1,1,1,1,0,0,8
4575368,377,47,TN,59,GREENE,1,1,1,1,1,1,1,1,1,1,10
4575454,395,28,MS,47,HARRISON,1,1,1,1,1,1,1,1,1,1,10
4575463,18,25,MA,9,ESSEX,1,1,1,1,1,1,1,1,1,1,10
4575491,606,17,IL,31,COOK,1,1,1,1,1,1,1,1,1,1,10
4575667,63,9,CT,11,NEW LONDON,1,1,1,1,1,1,0,0,0,0,6
4576233,60,9,CT,3,HARTFORD,1,1,1,1,1,1,1,1,1,1,10
4576366,272,37,NC,81,GUILFORD,1,1,1,1,1,1,1,1,1,1,10
4576749,605,17,IL,43,DU PAGE,1,1,1,1,1,1,1,1,1,1,10
4577757,226,51,VA,69,FREDERICK,1,1,1,1,1,1,1,1,1,1,10
4577764,870,35,NM,49,SANTA FE,1,1,1,1,1,1,1,1,1,1,10
4577845,64,9,CT,7,MIDDLESEX,1,1,1,1,1,1,1,1,1,1,10
4577909,13,25,MA,11,FRANKLIN,1,1,1,1,1,1,1,1,1,1,10
4578095,776,48,TX,199,HARDIN,1,1,1,1,1,1,1,1,1,1,10
4578248,66,9,CT,1,FAIRFIELD,1,1,1,1,1,1,1,1,1,1,10
4578343,100,36,NY,61,NEW YORK,1,1,1,1,1,1,0,0,0,0,6
4578361,601,17,IL,31,COOK,1,1,1,1,1,1,1,1,1,1,10
4578402,799,48,TX,141,EL PASO,1,1,1,1,1,1,1,1,1,1,10
4578515,65,9,CT,9,NEW HAVEN,1,1,1,1,1,1,1,1,1,1,10
4578651,65,9,CT,9,NEW HAVEN,1,1,1,1,1,1,1,1,1,1,10
4578687,30,33,NH,15,ROCKINGHAM,1,1,1,1,1,1,0,0,0,0,6
4579090,18,25,MA,17,MIDDLESEX,1,1,1,1,1,1,0,0,0,0,6
4579243,773,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4
4579407,700,22,LA,51,JEFFERSON,1,1,1,1,1,1,1,1,0,0,8
4579493,18,25,MA,17,MIDDLESEX,1,1,1,1,1,1,1,1,1,1,10
4579521,112,36,NY,47,KINGS,1,1,1,1,1,1,0,0,0,0,6
4579611,445,39,OH,99,MAHONING,1,1,1,1,1,1,1,1,1,1,10
4580213,700,22,LA,51,JEFFERSON,1,1,1,1,1,1,1,1,1,0,9
4580263,199,10,DE,5,SUSSEX,1,1,1,1,1,1,1,1,1,1,10
4580299,19,25,MA,9,ESSEX,1,1,1,1,1,1,0,0,0,0,6
4580702,30,33,NH,11,HILLSBOROUGH,1,1,1,1,1,1,0,0,0,0,6
